time,x,y,z
32.673,0.048,0.095,1.112
32.684,0.062,0.102,1.123
32.685,0.079,0.114,1.148
32.688,0.094,0.117,1.166
32.698,0.115,0.112,1.186
32.699,0.126,0.1,1.19
32.703,0.134,0.086,1.197
32.708,0.129,0.074,1.196
32.713,0.119,0.057,1.196
32.718,0.112,0.043,1.198
32.723,0.095,0.026,1.196
32.729,0.069,-0.006,1.221
32.738,0.05,-0.024,1.231
32.744,0.032,-0.037,1.228
32.748,0.02,-0.047,1.237
32.753,0.015,-0.048,1.226
32.763,0.012,-0.037,1.218
32.763,0.01,-0.022,1.209
32.768,0.009,-0.018,1.198
32.773,0.031,-0.006,1.172
32.784,0.061,0.015,1.144
32.785,0.093,0.041,1.118
32.789,0.12,0.06,1.12
32.834,0.154,0.074,1.124
32.835,0.189,0.101,1.144
32.836,0.202,0.114,1.195
32.837,0.183,0.121,1.236
32.838,0.138,0.105,1.313
32.84,0.077,0.069,1.393
32.841,0.024,0.024,1.444
32.842,-0.02,-0.032,1.463
32.843,-0.051,-0.082,1.48
32.844,-0.063,-0.123,1.463
32.845,-0.069,-0.148,1.427
32.85,-0.073,-0.164,1.379
32.854,-0.08,-0.172,1.313
32.863,-0.081,-0.162,1.238
32.864,-0.077,-0.139,1.168
32.868,-0.059,-0.116,1.113
32.874,-0.025,-0.082,1.074
32.878,0.03,-0.049,1.053
32.883,0.101,-0.019,1.051
32.889,0.175,0.015,1.068
32.906,0.243,0.055,1.098
32.907,0.287,0.094,1.126
32.908,0.308,0.118,1.158
32.909,0.314,0.129,1.204
32.961,0.305,0.134,1.236
32.962,0.29,0.119,1.252
32.962,0.263,0.095,1.245
32.962,0.228,0.067,1.239
32.963,0.191,0.03,1.228
32.963,0.161,0.002,1.201
32.964,0.136,-0.017,1.18
32.964,0.111,-0.042,1.162
32.964,0.088,-0.059,1.151
32.965,0.066,-0.069,1.138
32.965,0.054,-0.07,1.112
32.968,0.051,-0.054,1.078
32.982,0.051,-0.03,1.032
32.982,0.048,-0.007,0.974
32.983,0.042,0.018,0.912
32.988,0.038,0.046,0.859
32.994,0.042,0.074,0.809
32.998,0.048,0.089,0.759
33.004,0.051,0.098,0.707
33.01,0.049,0.104,0.657
33.013,0.042,0.11,0.616
33.018,0.042,0.118,0.576
33.025,0.041,0.129,0.54
33.028,0.037,0.142,0.513
33.033,0.03,0.153,0.488
33.038,0.019,0.161,0.47
33.043,0.003,0.168,0.464
33.048,-0.008,0.166,0.47
33.053,-0.017,0.155,0.488
33.063,-0.022,0.147,0.51
33.064,-0.019,0.143,0.532
33.068,-0.016,0.135,0.557
33.113,-0.018,0.128,0.579
33.113,-0.019,0.126,0.588
33.114,-0.02,0.126,0.595
33.114,-0.023,0.128,0.598
33.115,-0.023,0.133,0.604
33.115,-0.022,0.135,0.603
33.115,-0.024,0.141,0.598
33.116,-0.027,0.147,0.598
33.116,-0.025,0.149,0.603
33.118,-0.017,0.153,0.605
33.125,-0.012,0.155,0.602
33.128,-0.007,0.155,0.609
33.133,0.001,0.155,0.621
33.142,0.009,0.156,0.636
33.143,0.018,0.152,0.654
33.148,0.026,0.151,0.67
33.153,0.028,0.149,0.699
33.159,0.029,0.149,0.728
33.164,0.032,0.153,0.755
33.168,0.034,0.151,0.79
33.175,0.028,0.149,0.826
33.178,0.024,0.143,0.857
33.183,0.02,0.139,0.883
33.199,0.015,0.132,0.903
33.2,0.006,0.123,0.92
33.201,-0.006,0.115,0.944
33.203,-0.007,0.111,0.963
33.261,-0.012,0.103,0.981
33.261,-0.018,0.094,0.976
33.262,-0.025,0.086,0.972
33.263,-0.036,0.088,0.969
33.264,-0.047,0.089,0.967
33.274,-0.061,0.088,0.953
33.274,-0.078,0.086,0.94
33.274,-0.088,0.08,0.937
33.275,-0.089,0.079,0.936
33.275,-0.091,0.078,0.939
33.275,-0.092,0.082,0.956
33.277,-0.087,0.089,0.979
33.278,-0.079,0.09,1.007
33.278,-0.076,0.088,1.033
33.279,-0.066,0.092,1.059
33.287,-0.06,0.099,1.08
33.288,-0.051,0.103,1.093
33.293,-0.034,0.105,1.124
33.298,-0.019,0.114,1.152
33.303,-0.011,0.114,1.177
33.308,-0.006,0.115,1.2
33.313,0.009,0.124,1.22
33.318,0.026,0.13,1.234
33.324,0.032,0.139,1.225
33.328,0.043,0.141,1.219
33.332,0.054,0.148,1.214
33.341,0.065,0.155,1.216
33.343,0.085,0.174,1.229
33.348,0.112,0.2,1.237
33.353,0.14,0.228,1.265
33.391,0.154,0.237,1.303
33.391,0.166,0.258,1.339
33.392,0.181,0.275,1.367
33.393,0.18,0.279,1.391
33.394,0.168,0.265,1.405
33.394,0.139,0.238,1.424
33.395,0.114,0.202,1.453
33.398,0.078,0.155,1.465
33.405,0.05,0.104,1.469
33.408,0.03,0.067,1.486
33.413,0.013,0.045,1.485
33.418,0.008,0.028,1.456
33.423,-0.002,0.018,1.404
33.428,0.002,0.019,1.33
33.433,0.002,0.03,1.233
33.447,0.001,0.037,1.126
33.449,-0.002,0.045,1.009
33.451,-0.019,0.039,0.921
33.502,-0.038,0.032,0.842
33.503,-0.027,0.044,0.757
33.504,-0.026,0.061,0.695
33.505,-0.044,0.072,0.643
33.506,-0.054,0.088,0.616
33.508,-0.067,0.101,0.63
33.509,-0.072,0.117,0.66
33.51,-0.082,0.122,0.72
33.511,-0.095,0.111,0.794
33.511,-0.106,0.087,0.886
33.513,-0.108,0.046,0.986
33.514,-0.098,0.001,1.09
33.514,-0.084,-0.034,1.166
33.518,-0.077,-0.058,1.21
33.524,-0.071,-0.076,1.243
33.528,-0.069,-0.09,1.276
33.533,-0.069,-0.102,1.288
33.538,-0.065,-0.118,1.284
33.543,-0.057,-0.12,1.267
33.548,-0.05,-0.125,1.229
33.555,-0.041,-0.124,1.175
33.558,-0.028,-0.122,1.114
33.563,-0.02,-0.113,1.055
33.578,-0.02,-0.095,1.004
33.579,-0.022,-0.076,0.961
33.58,-0.021,-0.056,0.938
33.584,-0.021,-0.043,0.935
33.635,-0.016,-0.029,0.946
33.636,-0.008,-0.025,0.958
33.637,-0.003,-0.023,0.971
33.637,-0.005,-0.031,0.98
33.638,-0.016,-0.035,0.984
33.639,-0.031,-0.04,0.973
33.64,-0.05,-0.044,0.96
33.64,-0.065,-0.044,0.938
33.641,-0.08,-0.049,0.906
33.642,-0.087,-0.048,0.862
33.643,-0.089,-0.041,0.818
33.644,-0.087,-0.035,0.775
33.649,-0.084,-0.028,0.73
33.653,-0.082,-0.014,0.691
33.658,-0.079,0,0.653
33.663,-0.076,0.015,0.631
33.67,-0.075,0.033,0.616
33.673,-0.068,0.051,0.601
33.678,-0.055,0.069,0.59
33.683,-0.047,0.081,0.585
33.692,-0.04,0.096,0.591
33.695,-0.032,0.114,0.609
33.698,-0.027,0.126,0.623
33.753,-0.028,0.127,0.632
33.754,-0.034,0.127,0.644
33.755,-0.037,0.134,0.667
33.756,-0.038,0.135,0.685
33.757,-0.042,0.131,0.698
33.758,-0.046,0.126,0.718
33.759,-0.053,0.119,0.736
33.769,-0.057,0.112,0.745
33.77,-0.061,0.109,0.758
33.77,-0.064,0.108,0.776
33.771,-0.065,0.109,0.794
33.772,-0.065,0.112,0.816
33.773,-0.065,0.118,0.832
33.774,-0.062,0.122,0.858
33.774,-0.055,0.124,0.883
33.779,-0.047,0.131,0.903
33.789,-0.041,0.136,0.92
33.79,-0.034,0.14,0.936
33.793,-0.033,0.145,0.951
33.798,-0.036,0.151,0.963
33.803,-0.035,0.156,0.977
33.808,-0.034,0.157,0.98
33.813,-0.037,0.159,0.99
33.824,-0.037,0.16,0.987
33.825,-0.043,0.157,0.97
33.83,-0.048,0.151,0.947
33.884,-0.052,0.149,0.934
33.885,-0.06,0.14,0.919
33.886,-0.065,0.139,0.909
33.887,-0.067,0.143,0.901
33.888,-0.07,0.145,0.9
33.889,-0.064,0.153,0.913
33.89,-0.055,0.159,0.924
33.891,-0.042,0.171,0.938
33.892,-0.028,0.177,0.953
33.894,-0.014,0.18,0.96
33.895,0.003,0.177,0.964
33.896,0.019,0.175,0.98
33.897,0.032,0.17,0.997
33.898,0.041,0.168,1.027
33.903,0.05,0.17,1.055
33.908,0.043,0.166,1.086
33.913,0.043,0.159,1.119
33.918,0.039,0.145,1.143
33.923,0.035,0.127,1.148
33.928,0.028,0.108,1.136
33.939,0.017,0.096,1.116
33.94,0.008,0.077,1.104
33.948,-0.009,0.069,1.1
33.948,-0.023,0.059,1.094
34.002,-0.043,0.055,1.093
34.003,-0.044,0.052,1.097
34.004,-0.035,0.05,1.104
34.005,-0.02,0.045,1.106
34.006,-0.005,0.044,1.116
34.007,0.015,0.044,1.126
34.008,0.038,0.051,1.142
34.009,0.07,0.065,1.165
34.009,0.114,0.077,1.178
34.01,0.151,0.084,1.198
34.011,0.186,0.092,1.213
34.012,0.205,0.094,1.242
34.013,0.199,0.083,1.281
34.018,0.181,0.067,1.334
34.023,0.148,0.034,1.372
34.028,0.11,0.002,1.41
34.038,0.048,-0.025,1.42
34.043,-0.019,-0.055,1.469
34.05,-0.099,-0.109,1.496
34.053,-0.178,-0.172,1.518
34.058,-0.213,-0.219,1.528
34.063,-0.213,-0.253,1.536
34.073,-0.204,-0.281,1.503
34.075,-0.19,-0.286,1.436
34.078,-0.178,-0.278,1.332
34.083,-0.154,-0.246,1.215
34.088,-0.131,-0.204,1.107
34.093,-0.108,-0.148,1.002
34.105,-0.086,-0.096,0.919
34.106,-0.055,-0.043,0.864
34.108,-0.008,0.002,0.801
34.163,0.047,0.051,0.739
34.164,0.099,0.099,0.688
34.165,0.149,0.139,0.664
34.166,0.18,0.178,0.651
34.167,0.2,0.209,0.66
34.168,0.211,0.224,0.688
34.169,0.208,0.217,0.739
34.17,0.202,0.189,0.799
34.171,0.192,0.157,0.872
34.172,0.182,0.119,0.932
34.173,0.16,0.081,0.979
34.174,0.141,0.051,1.036
34.175,0.12,0.029,1.089
34.178,0.087,0.005,1.125
34.183,0.052,-0.015,1.161
34.188,0.028,-0.038,1.188
34.193,0.022,-0.052,1.214
34.198,0.018,-0.061,1.226
34.203,0.014,-0.063,1.222
34.208,0.006,-0.056,1.197
34.215,-0.002,-0.04,1.154
34.217,-0.009,-0.019,1.102
34.222,-0.012,0.003,1.037
34.228,-0.01,0.019,0.968
34.239,-0.004,0.036,0.904
34.24,0.002,0.045,0.843
34.259,0.006,0.052,0.793
34.259,0.002,0.058,0.755
34.26,-0.01,0.065,0.715
34.261,-0.023,0.069,0.693
34.305,-0.035,0.066,0.677
34.306,-0.041,0.066,0.671
34.308,-0.045,0.069,0.666
34.309,-0.048,0.072,0.665
34.311,-0.048,0.075,0.676
34.313,-0.047,0.074,0.688
34.314,-0.042,0.072,0.697
34.315,-0.037,0.071,0.704
34.316,-0.035,0.072,0.705
34.317,-0.03,0.08,0.713
34.318,-0.026,0.089,0.718
34.319,-0.026,0.1,0.718
34.326,-0.024,0.106,0.716
34.331,-0.024,0.11,0.706
34.332,-0.023,0.113,0.699
34.337,-0.02,0.113,0.69
34.342,-0.02,0.113,0.682
34.348,-0.016,0.112,0.68
34.353,-0.014,0.114,0.673
34.358,-0.016,0.113,0.668
34.371,-0.023,0.112,0.674
34.372,-0.028,0.11,0.685
34.374,-0.035,0.106,0.703
34.426,-0.04,0.101,0.726
34.427,-0.044,0.093,0.754
34.428,-0.049,0.085,0.785
34.428,-0.055,0.074,0.823
34.429,-0.058,0.063,0.861
34.43,-0.063,0.055,0.898
34.431,-0.071,0.045,0.934
34.432,-0.076,0.034,0.964
34.433,-0.084,0.027,0.998
34.434,-0.084,0.022,1.017
34.435,-0.091,0.017,1.02
34.435,-0.104,0.011,1.019
34.437,-0.108,0.013,1.017
34.443,-0.103,0.021,1.012
34.448,-0.099,0.028,1.001
34.452,-0.106,0.036,0.985
34.458,-0.116,0.043,0.975
34.465,-0.123,0.05,0.955
34.467,-0.128,0.058,0.926
34.474,-0.132,0.064,0.903
34.479,-0.136,0.069,0.88
34.482,-0.14,0.076,0.87
34.487,-0.14,0.082,0.86
34.499,-0.142,0.087,0.86
34.5,-0.146,0.095,0.863
34.504,-0.141,0.112,0.867
34.507,-0.14,0.127,0.866
34.562,-0.145,0.134,0.88
34.563,-0.151,0.142,0.901
34.564,-0.165,0.133,0.92
34.565,-0.173,0.115,0.937
34.566,-0.173,0.104,0.952
34.567,-0.175,0.092,0.97
34.568,-0.176,0.074,0.997
34.569,-0.171,0.058,1.014
34.57,-0.149,0.052,1.049
34.57,-0.117,0.051,1.069
34.571,-0.073,0.057,1.097
34.572,-0.042,0.071,1.13
34.574,-0.024,0.082,1.16
34.579,-0.013,0.096,1.196
34.582,-0.019,0.108,1.245
34.587,-0.022,0.113,1.282
34.595,-0.032,0.107,1.32
34.597,-0.043,0.096,1.337
34.602,-0.048,0.077,1.361
34.613,-0.055,0.06,1.371
34.614,-0.059,0.04,1.378
34.617,-0.067,0.015,1.373
34.623,-0.073,-0.011,1.354
34.639,-0.073,-0.03,1.34
34.64,-0.075,-0.042,1.309
34.641,-0.08,-0.048,1.28
34.643,-0.088,-0.055,1.26
34.699,-0.097,-0.061,1.255
34.7,-0.099,-0.06,1.267
34.701,-0.093,-0.053,1.298
34.702,-0.09,-0.051,1.309
34.703,-0.091,-0.042,1.325
34.705,-0.105,-0.055,1.335
34.706,-0.107,-0.056,1.332
34.707,-0.091,-0.056,1.3
34.708,-0.083,-0.06,1.234
34.709,-0.089,-0.056,1.157
34.709,-0.095,-0.05,1.064
34.71,-0.111,-0.042,0.96
34.715,-0.122,-0.027,0.882
34.717,-0.126,-0.015,0.81
34.722,-0.126,-0.003,0.754
34.727,-0.118,0.012,0.719
34.732,-0.11,0.021,0.705
34.737,-0.095,0.034,0.714
34.748,-0.098,0.045,0.742
34.76,-0.104,0.043,0.802
34.762,-0.107,0.041,0.879
34.763,-0.106,0.026,0.968
34.764,-0.099,0.004,1.064
34.807,-0.084,-0.013,1.149
34.809,-0.08,-0.033,1.221
34.809,-0.085,-0.056,1.255
34.81,-0.086,-0.067,1.29
34.811,-0.087,-0.08,1.316
34.812,-0.098,-0.091,1.33
34.812,-0.098,-0.097,1.324
34.813,-0.104,-0.104,1.313
34.814,-0.102,-0.114,1.296
34.815,-0.087,-0.114,1.261
34.817,-0.076,-0.106,1.224
34.825,-0.064,-0.094,1.169
34.827,-0.054,-0.077,1.114
34.832,-0.048,-0.063,1.051
34.837,-0.042,-0.044,1.001
34.842,-0.036,-0.026,0.944
34.847,-0.026,-0.013,0.894
34.852,-0.014,-0.003,0.844
34.86,-0.001,0.002,0.801
34.863,0.003,0.01,0.756
34.867,0.004,0.017,0.715
34.908,0,0.023,0.681
34.909,-0.01,0.028,0.649
34.909,-0.018,0.032,0.611
34.91,-0.033,0.037,0.584
34.91,-0.045,0.039,0.558
34.91,-0.054,0.035,0.546
34.911,-0.057,0.032,0.544
34.911,-0.058,0.035,0.546
34.912,-0.058,0.035,0.556
34.917,-0.055,0.032,0.575
34.925,-0.05,0.036,0.589
34.927,-0.043,0.038,0.604
34.932,-0.039,0.041,0.611
34.937,-0.033,0.042,0.607
34.942,-0.027,0.049,0.608
34.947,-0.03,0.057,0.622
34.952,-0.032,0.064,0.635
34.958,-0.036,0.069,0.644
34.962,-0.036,0.067,0.653
34.967,-0.032,0.067,0.668
34.984,-0.03,0.065,0.683
34.985,-0.032,0.063,0.703
34.987,-0.034,0.065,0.732
34.987,-0.039,0.064,0.758
35.037,-0.044,0.061,0.79
35.038,-0.05,0.061,0.831
35.039,-0.054,0.059,0.876
35.039,-0.054,0.057,0.918
35.04,-0.056,0.056,0.955
35.042,-0.061,0.054,0.99
35.043,-0.067,0.05,1.021
35.044,-0.071,0.048,1.049
35.044,-0.079,0.05,1.065
35.045,-0.085,0.046,1.078
35.047,-0.092,0.038,1.086
35.047,-0.097,0.034,1.087
35.052,-0.097,0.032,1.091
35.058,-0.101,0.036,1.089
35.062,-0.103,0.038,1.082
35.067,-0.104,0.043,1.072
35.075,-0.103,0.05,1.058
35.077,-0.095,0.064,1.044
35.082,-0.091,0.076,1.025
35.089,-0.084,0.085,1.002
35.092,-0.071,0.099,0.983
35.097,-0.058,0.114,0.974
35.102,-0.048,0.123,0.963
35.115,-0.039,0.126,0.953
35.116,-0.028,0.131,0.958
35.117,-0.022,0.131,0.968
35.172,-0.009,0.129,0.985
35.173,-0.002,0.13,1.018
35.175,0.01,0.126,1.058
35.176,0.016,0.123,1.104
35.177,0.02,0.116,1.147
35.178,0.018,0.101,1.173
35.178,0.017,0.083,1.186
35.179,0.02,0.069,1.19
35.18,0.02,0.059,1.175
35.181,0.019,0.049,1.151
35.182,0.018,0.035,1.13
35.183,0.008,0.023,1.115
35.184,0.007,0.015,1.106
35.189,0,0.012,1.113
35.192,-0.004,0.006,1.133
35.197,0.002,0,1.157
35.207,0.014,-0.005,1.187
35.207,0.031,-0.012,1.226
35.212,0.046,-0.018,1.273
35.217,0.053,-0.04,1.308
35.222,0.053,-0.059,1.339
35.228,0.048,-0.075,1.354
35.232,0.033,-0.087,1.397
35.246,0.013,-0.102,1.425
35.248,-0.012,-0.14,1.441
35.268,-0.033,-0.172,1.465
35.269,-0.04,-0.195,1.478
35.27,-0.072,-0.225,1.488
35.27,-0.109,-0.258,1.488
35.277,-0.128,-0.281,1.475
35.278,-0.133,-0.295,1.458
35.279,-0.132,-0.297,1.425
35.308,-0.115,-0.288,1.373
35.309,-0.091,-0.269,1.312
35.31,-0.068,-0.236,1.229
35.312,-0.055,-0.2,1.149
35.313,-0.035,-0.159,1.087
35.313,-0.013,-0.113,1.024
35.316,0.024,-0.081,0.955
35.322,0.052,-0.058,0.889
35.323,0.094,-0.041,0.811
35.327,0.136,-0.023,0.74
35.332,0.168,0.005,0.687
35.338,0.198,0.042,0.633
35.347,0.222,0.068,0.606
35.355,0.238,0.105,0.585
35.357,0.256,0.125,0.583
35.362,0.277,0.143,0.601
35.375,0.297,0.164,0.637
35.379,0.317,0.162,0.695
35.38,0.32,0.157,0.76
35.382,0.326,0.14,0.835
35.433,0.313,0.113,0.905
35.434,0.298,0.085,0.963
35.434,0.271,0.056,1.007
35.435,0.252,0.036,1.058
35.437,0.237,0.013,1.095
35.438,0.209,-0.009,1.137
35.439,0.178,-0.031,1.174
35.439,0.156,-0.054,1.201
35.44,0.131,-0.077,1.229
35.442,0.11,-0.093,1.256
35.442,0.095,-0.108,1.269
35.443,0.076,-0.121,1.271
35.447,0.065,-0.128,1.253
35.453,0.057,-0.127,1.217
35.457,0.043,-0.116,1.156
35.462,0.035,-0.106,1.091
35.472,0.026,-0.093,1.011
35.473,0.023,-0.08,0.941
35.477,0.017,-0.064,0.883
35.482,0.017,-0.053,0.824
35.494,0.006,-0.041,0.77
35.496,0.001,-0.032,0.729
35.499,-0.006,-0.023,0.691
35.554,-0.005,-0.013,0.672
35.555,-0.005,-0.001,0.654
35.557,0.002,0.008,0.629
35.558,0.008,0.024,0.623
35.559,0.003,0.04,0.611
35.56,-0.006,0.047,0.617
35.562,-0.006,0.054,0.627
35.563,-0.005,0.06,0.645
35.564,-0.001,0.063,0.665
35.564,0.004,0.065,0.68
35.565,0.008,0.065,0.691
35.567,0.013,0.065,0.7
35.568,0.013,0.065,0.714
35.568,0.012,0.066,0.715
35.574,0.005,0.065,0.711
35.577,0.006,0.071,0.716
35.586,0.016,0.077,0.724
35.587,0.022,0.078,0.731
35.592,0.023,0.079,0.737
35.597,0.025,0.081,0.742
35.602,0.027,0.083,0.746
35.607,0.032,0.087,0.76
35.612,0.033,0.084,0.765
35.625,0.033,0.076,0.768
35.626,0.032,0.075,0.789
35.627,0.036,0.078,0.817
35.683,0.036,0.077,0.841
35.684,0.031,0.074,0.861
35.685,0.027,0.067,0.881
35.685,0.025,0.062,0.899
35.687,0.024,0.059,0.915
35.688,0.022,0.053,0.931
35.689,0.016,0.046,0.944
35.689,0.007,0.04,0.956
35.69,-0.003,0.036,0.969
35.692,-0.012,0.031,0.985
35.692,-0.019,0.028,0.996
35.693,-0.024,0.03,1.006
35.694,-0.024,0.034,1.012
35.701,-0.02,0.043,1.009
35.702,-0.018,0.051,1.002
35.707,-0.014,0.06,0.997
35.712,-0.009,0.073,0.984
35.717,-0.006,0.082,0.961
35.722,-0.006,0.091,0.94
35.727,-0.007,0.104,0.927
35.734,-0.009,0.113,0.919
35.737,-0.007,0.118,0.916
35.742,-0.002,0.127,0.913
35.75,0.001,0.133,0.91
35.763,0.004,0.135,0.909
35.764,0.009,0.138,0.914
35.765,0.021,0.142,0.927
35.78,0.025,0.145,0.951
35.781,0.024,0.146,0.981
35.782,0.027,0.141,1.016
35.782,0.034,0.141,1.053
35.787,0.047,0.139,1.088
35.792,0.064,0.133,1.116
35.835,0.073,0.126,1.149
35.835,0.081,0.12,1.174
35.836,0.087,0.112,1.182
35.837,0.087,0.104,1.189
35.837,0.081,0.097,1.199
35.838,0.072,0.086,1.218
35.838,0.065,0.084,1.228
35.839,0.065,0.085,1.231
35.84,0.067,0.085,1.228
35.841,0.077,0.09,1.211
35.848,0.082,0.101,1.179
35.851,0.093,0.112,1.145
35.856,0.099,0.12,1.11
35.861,0.102,0.125,1.07
35.866,0.102,0.129,1.036
35.871,0.106,0.137,1.009
35.876,0.111,0.142,1.013
35.883,0.117,0.146,1.025
35.886,0.118,0.148,1.056
35.891,0.11,0.143,1.107
35.91,0.098,0.129,1.173
35.911,0.086,0.11,1.227
35.911,0.073,0.08,1.285
35.912,0.057,0.054,1.323
35.916,0.036,0.022,1.33
35.921,0.017,-0.004,1.34
35.926,-0.029,-0.028,1.355
35.931,-0.062,-0.052,1.359
35.936,-0.091,-0.088,1.364
35.941,-0.113,-0.121,1.348
35.946,-0.12,-0.138,1.352
35.951,-0.124,-0.149,1.339
35.956,-0.119,-0.167,1.305
35.964,-0.123,-0.173,1.257
35.966,-0.13,-0.173,1.201
35.971,-0.136,-0.16,1.132
35.976,-0.133,-0.136,1.051
35.982,-0.128,-0.111,0.98
35.987,-0.124,-0.092,0.91
35.991,-0.121,-0.077,0.836
36.003,-0.113,-0.061,0.78
36.006,-0.101,-0.049,0.723
36.015,-0.089,-0.035,0.672
36.017,-0.089,-0.024,0.627
36.021,-0.089,-0.016,0.585
36.026,-0.088,0.002,0.551
36.032,-0.1,0.013,0.533
36.037,-0.105,0.021,0.522
36.042,-0.111,0.023,0.53
36.054,-0.118,0.021,0.558
36.056,-0.12,0.005,0.612
36.057,-0.122,-0.017,0.686
36.109,-0.103,-0.042,0.784
36.11,-0.087,-0.076,0.892
36.11,-0.063,-0.093,0.997
36.112,-0.034,-0.102,1.071
36.113,-0.003,-0.099,1.114
36.114,0.018,-0.092,1.153
36.114,0.032,-0.082,1.2
36.115,0.036,-0.079,1.256
36.116,0.035,-0.079,1.293
36.117,0.039,-0.076,1.319
36.118,0.04,-0.074,1.333
36.119,0.041,-0.077,1.336
36.124,0.04,-0.086,1.326
36.132,0.031,-0.09,1.3
36.133,0.011,-0.095,1.261
36.136,0,-0.097,1.206
36.142,-0.009,-0.092,1.143
36.153,-0.012,-0.088,1.074
36.154,-0.013,-0.082,1.009
36.157,-0.013,-0.073,0.947
36.207,-0.016,-0.063,0.895
36.208,-0.012,-0.047,0.857
36.209,-0.007,-0.033,0.824
36.21,-0.009,-0.015,0.798
36.21,-0.006,0.006,0.774
36.211,-0.006,0.021,0.766
36.212,-0.006,0.039,0.749
36.213,-0.003,0.054,0.73
36.214,-0.004,0.067,0.714
36.214,-0.005,0.08,0.702
36.215,-0.009,0.087,0.702
36.219,-0.016,0.096,0.714
36.221,-0.015,0.101,0.711
36.228,-0.012,0.103,0.699
36.231,-0.021,0.101,0.704
36.236,-0.028,0.093,0.706
36.247,-0.029,0.087,0.714
36.248,-0.03,0.083,0.72
36.253,-0.037,0.078,0.73
36.284,-0.041,0.076,0.75
36.285,-0.042,0.076,0.774
36.288,-0.041,0.078,0.802
36.288,-0.041,0.085,0.82
36.289,-0.045,0.088,0.844
36.291,-0.045,0.089,0.869
36.292,-0.045,0.086,0.889
36.293,-0.042,0.082,0.901
36.298,-0.04,0.082,0.908
36.303,-0.044,0.083,0.917
36.306,-0.044,0.084,0.926
36.311,-0.041,0.083,0.937
36.316,-0.043,0.081,0.946
36.322,-0.048,0.081,0.953
36.331,-0.046,0.081,0.962
36.332,-0.044,0.08,0.961
36.336,-0.045,0.081,0.957
36.361,-0.046,0.081,0.958
36.362,-0.049,0.083,0.958
36.362,-0.05,0.083,0.954
36.363,-0.054,0.083,0.95
36.364,-0.059,0.087,0.945
36.366,-0.06,0.087,0.938
36.371,-0.061,0.084,0.916
36.376,-0.066,0.087,0.893
36.381,-0.066,0.089,0.87
36.386,-0.063,0.093,0.852
36.396,-0.052,0.096,0.839
36.397,-0.041,0.095,0.836
36.402,-0.03,0.093,0.842
36.406,-0.013,0.095,0.867
36.447,0.007,0.093,0.899
36.448,0.036,0.088,0.937
36.449,0.062,0.084,0.983
36.449,0.082,0.072,1.025
36.45,0.1,0.064,1.071
36.451,0.116,0.057,1.12
36.452,0.123,0.055,1.166
36.453,0.115,0.048,1.204
36.454,0.098,0.036,1.23
36.456,0.093,0.017,1.256
36.462,0.088,0,1.267
36.466,0.081,-0.023,1.261
36.471,0.066,-0.051,1.243
36.477,0.05,-0.069,1.225
36.481,0.035,-0.084,1.208
36.486,0.016,-0.092,1.18
36.493,0.005,-0.096,1.148
36.496,0.004,-0.093,1.119
36.501,0.008,-0.087,1.097
36.514,0.016,-0.076,1.066
36.516,0.02,-0.066,1.044
36.517,0.019,-0.06,1.023
36.521,0.028,-0.048,1.005
36.533,0.041,-0.048,0.989
36.535,0.051,-0.049,0.974
36.538,0.058,-0.05,0.969
36.589,0.061,-0.054,0.976
36.591,0.057,-0.063,1.007
36.592,0.05,-0.075,1.032
36.593,0.043,-0.089,1.071
36.594,0.04,-0.106,1.137
36.594,0.032,-0.123,1.19
36.596,0.034,-0.141,1.225
36.597,0.036,-0.153,1.258
36.598,0.023,-0.166,1.29
36.598,-0.006,-0.185,1.318
36.599,-0.032,-0.201,1.311
36.601,-0.045,-0.209,1.341
36.602,-0.044,-0.218,1.359
36.609,-0.031,-0.236,1.375
36.611,-0.022,-0.25,1.389
36.616,-0.003,-0.256,1.365
36.626,0.024,-0.25,1.347
36.627,0.048,-0.233,1.323
36.631,0.076,-0.202,1.268
36.636,0.103,-0.162,1.209
36.642,0.112,-0.115,1.147
36.646,0.127,-0.08,1.071
36.672,0.144,-0.046,1.007
36.673,0.171,-0.023,0.96
36.673,0.185,-0.01,0.909
36.674,0.204,0.001,0.875
36.676,0.231,0.012,0.849
36.681,0.251,0.021,0.831
36.686,0.261,0.033,0.804
36.726,0.273,0.044,0.773
36.726,0.282,0.06,0.755
36.727,0.284,0.068,0.747
36.727,0.273,0.077,0.737
36.727,0.266,0.079,0.748
36.728,0.256,0.075,0.771
36.728,0.246,0.065,0.8
36.729,0.235,0.049,0.838
36.731,0.223,0.031,0.876
36.735,0.212,0.011,0.911
36.741,0.196,-0.012,0.938
36.746,0.175,-0.037,0.962
36.75,0.15,-0.056,0.981
36.756,0.129,-0.074,0.986
36.763,0.103,-0.09,0.98
36.766,0.078,-0.109,0.968
36.778,0.061,-0.121,0.957
36.779,0.048,-0.131,0.944
36.781,0.038,-0.138,0.917
36.786,0.03,-0.136,0.902
36.816,0.023,-0.132,0.888
36.817,0.017,-0.127,0.881
36.817,0.012,-0.12,0.873
36.818,0.008,-0.113,0.868
36.818,0.012,-0.104,0.868
36.819,0.01,-0.096,0.869
36.824,0.011,-0.091,0.873
36.826,0.014,-0.087,0.873
36.831,0.017,-0.084,0.872
36.839,0.024,-0.079,0.87
36.841,0.033,-0.072,0.863
36.846,0.037,-0.072,0.85
