time,x,y,z
30.492,0.248,0.795,0.055
30.495,0.271,0.788,0.063
30.5,0.301,0.793,0.117
30.506,0.318,0.805,0.165
30.511,0.319,0.813,0.187
30.515,0.317,0.815,0.183
30.52,0.31,0.815,0.16
30.526,0.299,0.82,0.149
30.53,0.293,0.835,0.138
30.535,0.294,0.849,0.137
30.544,0.28,0.849,0.126
30.545,0.252,0.833,0.102
30.55,0.234,0.832,0.098
30.599,0.232,0.833,0.089
30.599,0.222,0.832,0.079
30.6,0.217,0.834,0.075
30.601,0.209,0.827,0.074
30.602,0.2,0.824,0.054
30.603,0.19,0.815,0.042
30.603,0.183,0.808,0.04
30.604,0.179,0.807,0.026
30.605,0.182,0.811,0.021
30.606,0.185,0.825,0.015
30.606,0.196,0.845,0.007
30.611,0.205,0.847,-0.01
30.615,0.218,0.86,-0.016
30.623,0.218,0.854,-0.007
30.625,0.222,0.861,0.02
30.63,0.228,0.857,0.022
30.635,0.242,0.869,0.035
30.64,0.244,0.893,0.057
30.65,0.25,0.914,0.056
30.656,0.245,0.914,0.045
30.66,0.252,0.918,0.025
30.665,0.251,0.924,-0.021
30.673,0.235,0.918,-0.068
30.675,0.22,0.917,-0.112
30.68,0.189,0.917,-0.13
30.685,0.118,0.935,-0.075
30.69,0.03,0.952,-0.024
30.695,-0.021,0.971,0.009
30.7,-0.077,0.984,-0.032
30.716,-0.148,0.99,-0.126
30.719,-0.162,1.008,-0.287
30.72,-0.12,1.025,-0.406
30.721,-0.053,1.031,-0.433
30.776,0.037,1.007,-0.363
30.777,0.176,0.961,-0.245
30.778,0.266,0.907,-0.124
30.778,0.296,0.875,0.002
30.779,0.291,0.863,0.107
30.78,0.263,0.887,0.167
30.781,0.233,0.949,0.19
30.782,0.183,1.03,0.189
30.783,0.15,1.137,0.135
30.784,0.078,1.241,0.05
30.784,0,1.336,-0.077
30.784,-0.05,1.416,-0.235
30.785,-0.061,1.474,-0.384
30.79,-0.007,1.525,-0.472
30.795,0.061,1.579,-0.459
30.8,0.104,1.611,-0.356
30.806,0.103,1.592,-0.201
30.81,0.056,1.521,-0.07
30.814,0.019,1.427,-0.007
30.821,0.025,1.329,-0.042
30.824,0.074,1.262,-0.105
30.829,0.154,1.228,-0.163
30.834,0.258,1.212,-0.198
30.842,0.345,1.209,-0.225
30.844,0.392,1.199,-0.25
30.849,0.406,1.175,-0.28
30.903,0.381,1.149,-0.31
30.903,0.332,1.117,-0.323
30.905,0.264,1.063,-0.333
30.906,0.178,0.992,-0.301
30.906,0.077,0.928,-0.218
30.907,-0.038,0.892,-0.116
30.909,-0.153,0.888,-0.035
30.91,-0.261,0.903,-0.01
30.911,-0.341,0.913,-0.038
30.911,-0.4,0.927,-0.065
30.942,-0.428,0.958,-0.046
30.943,-0.411,0.99,0.001
30.945,-0.366,1.008,0.068
30.946,-0.331,1.034,0.157
30.947,-0.282,1.079,0.236
30.948,-0.202,1.133,0.278
30.948,-0.121,1.176,0.273
30.95,-0.05,1.199,0.243
30.95,0.007,1.203,0.208
30.951,0.078,1.205,0.18
30.955,0.131,1.182,0.151
30.959,0.153,1.137,0.151
30.964,0.186,1.12,0.18
30.97,0.245,1.13,0.219
30.974,0.315,1.178,0.258
30.979,0.354,1.223,0.25
30.992,0.347,1.254,0.211
30.993,0.318,1.258,0.183
30.995,0.289,1.235,0.187
31,0.239,1.185,0.19
31.04,0.211,1.126,0.177
31.041,0.226,1.089,0.173
31.042,0.279,1.095,0.192
31.042,0.292,1.09,0.201
31.043,0.214,1.004,0.175
31.044,0.111,0.88,0.139
31.045,0.078,0.81,0.123
31.045,0.092,0.793,0.17
31.046,0.154,0.818,0.213
31.049,0.229,0.869,0.258
31.054,0.232,0.872,0.233
31.059,0.212,0.863,0.228
31.064,0.172,0.833,0.235
31.07,0.156,0.788,0.247
31.074,0.134,0.745,0.248
31.079,0.128,0.736,0.255
31.086,0.092,0.736,0.25
31.089,0.062,0.731,0.223
31.094,0.053,0.734,0.23
31.099,0.024,0.721,0.225
31.104,0.015,0.713,0.219
31.109,0.007,0.701,0.212
31.115,0.003,0.694,0.197
31.14,0.002,0.697,0.202
31.141,-0.007,0.694,0.202
31.142,-0.011,0.698,0.199
31.142,-0.011,0.696,0.194
31.144,0.001,0.698,0.19
31.145,0.001,0.703,0.195
31.182,-0.001,0.7,0.201
31.182,0,0.704,0.208
31.184,0,0.704,0.21
31.184,0.001,0.701,0.223
31.185,0.007,0.698,0.219
31.185,0.007,0.691,0.22
31.186,0.009,0.679,0.226
31.188,0.006,0.671,0.231
31.193,0.008,0.675,0.24
31.201,0.016,0.666,0.247
31.204,0.025,0.663,0.249
31.209,0.045,0.667,0.269
31.214,0.06,0.663,0.27
31.219,0.076,0.658,0.284
31.223,0.086,0.651,0.299
31.228,0.087,0.642,0.312
31.234,0.087,0.629,0.317
31.238,0.08,0.612,0.317
31.243,0.087,0.6,0.319
31.252,0.118,0.617,0.334
31.253,0.13,0.629,0.354
31.258,0.128,0.627,0.371
31.263,0.133,0.628,0.409
31.315,0.156,0.659,0.466
31.316,0.183,0.708,0.529
31.317,0.176,0.755,0.535
31.318,0.13,0.776,0.418
31.319,0.089,0.795,0.288
31.32,0.073,0.827,0.201
31.32,0.087,0.904,0.173
31.321,0.134,1.03,0.198
31.322,0.145,1.128,0.257
31.323,0.097,1.174,0.253
31.324,0.04,1.201,0.161
31.324,-0.072,1.202,-0.093
31.329,-0.238,1.185,-0.427
31.334,-0.356,1.192,-0.705
31.339,-0.371,1.255,-0.793
31.343,-0.342,1.333,-0.615
31.355,-0.243,1.429,-0.206
31.356,-0.073,1.543,0.301
31.358,0.076,1.619,0.701
31.363,0.165,1.626,0.835
31.373,0.239,1.593,0.736
31.374,0.326,1.512,0.489
31.378,0.37,1.345,0.192
31.438,0.362,1.114,0.064
31.439,0.336,0.863,0.216
31.439,0.347,0.664,0.532
31.44,0.423,0.559,0.765
31.44,0.514,0.527,0.826
31.449,0.569,0.542,0.781
31.45,0.6,0.619,0.715
31.45,0.617,0.766,0.675
31.451,0.609,0.962,0.635
31.451,0.573,1.18,0.589
31.451,0.517,1.394,0.551
31.452,0.453,1.579,0.488
31.453,0.413,1.721,0.402
31.453,0.388,1.796,0.297
31.454,0.343,1.789,0.229
31.458,0.288,1.706,0.248
31.463,0.215,1.563,0.304
31.468,0.094,1.356,0.339
31.473,-0.062,1.138,0.371
31.477,-0.215,0.982,0.458
31.483,-0.361,0.885,0.501
31.488,-0.483,0.819,0.407
31.492,-0.555,0.757,0.245
31.5,-0.561,0.709,0.127
31.503,-0.515,0.69,0.08
31.507,-0.429,0.696,0.051
31.538,-0.326,0.726,-0.014
31.538,-0.222,0.766,-0.079
31.539,-0.117,0.825,-0.106
31.54,-0.012,0.887,-0.091
31.54,0.083,0.931,-0.076
31.541,0.156,0.97,-0.079
31.542,0.245,1.026,-0.12
31.549,0.32,1.087,-0.166
31.552,0.374,1.137,-0.225
31.557,0.391,1.165,-0.243
31.564,0.371,1.184,-0.221
31.567,0.317,1.177,-0.148
31.573,0.222,1.136,-0.074
31.578,0.122,1.082,-0.024
31.583,0.02,1.023,0.02
31.588,-0.071,0.957,0.053
31.593,-0.139,0.885,0.038
31.599,-0.183,0.829,0.05
31.603,-0.213,0.793,0.051
31.608,-0.206,0.77,0.054
31.616,-0.129,0.79,0.063
31.618,-0.122,0.813,0.073
31.623,-0.14,0.843,0.06
31.628,-0.136,0.88,0.065
31.633,-0.137,0.906,0.046
31.638,-0.129,0.925,0.043
31.643,-0.087,0.957,0.037
31.653,-0.031,0.976,0.036
31.658,0.037,1.001,0.059
31.717,0.108,1.03,0.058
31.718,0.116,1.03,0.055
31.719,0.116,1.032,0.045
31.719,0.124,1.011,0.037
31.72,0.13,0.994,0.065
31.722,0.143,0.998,0.065
31.723,0.159,1.006,0.046
31.723,0.16,0.994,0.031
31.724,0.162,0.974,0.022
31.725,0.175,0.94,0.015
31.726,0.17,0.928,0.024
31.728,0.153,0.923,0.052
31.728,0.159,0.907,0.072
31.729,0.168,0.894,0.077
31.734,0.181,0.888,0.073
31.737,0.178,0.891,0.067
31.742,0.159,0.878,0.052
31.748,0.152,0.864,0.044
31.752,0.187,0.865,0.049
31.757,0.225,0.869,0.056
31.764,0.25,0.856,0.076
31.767,0.267,0.852,0.091
31.772,0.287,0.856,0.115
31.777,0.29,0.854,0.12
31.782,0.28,0.847,0.118
31.787,0.267,0.842,0.122
31.792,0.264,0.848,0.12
31.803,0.256,0.859,0.115
31.804,0.242,0.872,0.106
31.808,0.233,0.87,0.092
31.864,0.231,0.866,0.084
31.864,0.235,0.895,0.082
31.865,0.238,0.935,0.072
31.867,0.215,0.955,0.062
31.868,0.196,0.959,0.048
31.869,0.204,0.961,0.053
31.87,0.22,0.966,0.076
31.871,0.222,0.966,0.087
31.872,0.216,0.96,0.093
31.873,0.213,0.951,0.091
31.874,0.216,0.943,0.086
31.874,0.226,0.936,0.08
31.875,0.235,0.928,0.074
31.879,0.241,0.923,0.073
31.882,0.244,0.911,0.076
31.886,0.246,0.9,0.083
31.891,0.248,0.896,0.083
31.897,0.259,0.893,0.087
31.901,0.271,0.89,0.097
31.907,0.279,0.892,0.111
31.917,0.288,0.895,0.117
31.918,0.287,0.897,0.116
31.928,0.276,0.9,0.113
31.929,0.266,0.908,0.103
31.931,0.253,0.911,0.087
31.937,0.235,0.913,0.064
31.941,0.222,0.915,0.041
31.957,0.206,0.916,0.02
31.958,0.188,0.924,-0.005
31.959,0.169,0.937,-0.029
31.964,0.142,0.952,-0.05
31.966,0.108,0.973,-0.063
31.971,0.063,0.992,-0.073
31.978,-0.012,1.008,-0.057
31.981,-0.114,1.013,-0.034
31.986,-0.188,1.029,-0.033
31.991,-0.211,1.042,-0.092
31.996,-0.197,1.051,-0.174
32.001,-0.156,1.059,-0.223
32.006,-0.101,1.051,-0.237
32.011,-0.022,1.022,-0.205
32.016,0.079,0.974,-0.151
32.021,0.138,0.925,-0.088
32.029,0.157,0.893,-0.028
32.031,0.131,0.867,0.019
32.036,0.09,0.849,0.055
32.042,0.063,0.85,0.079
32.046,0.056,0.878,0.065
32.051,0.05,0.906,0.009
32.056,0.033,0.952,-0.054
32.066,0.015,0.955,-0.105
32.067,-0.006,0.984,-0.118
32.071,-0.032,1.015,-0.113
32.101,-0.06,1.041,-0.095
32.102,-0.081,1.056,-0.101
32.103,-0.084,1.063,-0.105
32.104,-0.082,1.076,-0.108
32.106,-0.065,1.099,-0.13
32.107,-0.036,1.126,-0.149
32.108,0.008,1.16,-0.178
32.112,0.031,1.188,-0.196
32.116,0.043,1.217,-0.166
32.121,0.044,1.249,-0.118
32.127,0.062,1.267,-0.094
32.132,0.087,1.275,-0.134
32.136,0.106,1.264,-0.191
32.144,0.097,1.25,-0.221
32.146,0.071,1.235,-0.213
32.156,0.031,1.209,-0.192
32.161,-0.009,1.172,-0.156
32.166,-0.045,1.14,-0.12
32.171,-0.075,1.102,-0.099
32.184,-0.09,1.063,-0.092
32.185,-0.115,1.034,-0.1
32.187,-0.128,0.99,-0.094
32.195,-0.14,0.988,-0.069
32.196,-0.172,0.961,-0.04
32.233,-0.189,0.919,-0.016
32.234,-0.195,0.892,-0.006
32.235,-0.204,0.903,0.038
32.236,-0.178,0.897,0.077
32.238,-0.135,0.9,0.126
32.238,-0.101,0.918,0.16
32.239,-0.073,0.939,0.172
32.239,-0.05,0.965,0.186
32.244,-0.015,0.986,0.226
32.245,0.019,1.024,0.273
32.25,0.075,1.062,0.298
32.255,0.116,1.088,0.309
32.261,0.15,1.102,0.322
32.265,0.175,1.108,0.314
32.27,0.193,1.108,0.303
32.276,0.188,1.122,0.315
32.281,0.187,1.148,0.313
32.285,0.182,1.184,0.292
32.297,0.19,1.214,0.262
32.297,0.212,1.235,0.192
32.3,0.207,1.213,0.128
32.367,0.184,1.175,0.111
32.369,0.176,1.148,0.147
32.371,0.168,1.121,0.198
32.372,0.15,1.081,0.24
32.372,0.136,1.049,0.264
32.373,0.114,1.018,0.286
32.373,0.081,0.976,0.276
32.374,0.061,0.931,0.253
32.375,0.046,0.898,0.237
32.375,0.035,0.875,0.228
32.376,0.023,0.854,0.219
32.377,0.014,0.833,0.215
32.377,0.01,0.81,0.211
32.378,0.006,0.789,0.207
32.378,0.01,0.777,0.205
32.386,0.012,0.769,0.206
32.386,0.017,0.769,0.216
32.39,0.027,0.781,0.225
32.395,0.029,0.793,0.232
32.4,0.027,0.802,0.228
32.407,0.029,0.804,0.217
32.41,0.025,0.8,0.21
32.432,0.018,0.801,0.202
32.432,0.015,0.802,0.209
32.433,0.017,0.807,0.212
32.433,0.021,0.814,0.207
32.438,0.028,0.821,0.201
32.441,0.036,0.829,0.201
32.445,0.04,0.828,0.205
32.449,0.044,0.827,0.205
32.456,0.048,0.829,0.201
32.46,0.055,0.83,0.203
32.464,0.057,0.831,0.205
32.47,0.058,0.834,0.207
32.477,0.06,0.842,0.188
32.481,0.065,0.856,0.165
32.485,0.069,0.876,0.156
32.521,0.076,0.894,0.149
32.522,0.087,0.921,0.162
32.522,0.1,0.949,0.177
32.523,0.101,0.975,0.181
32.524,0.093,0.992,0.174
32.525,0.085,1.004,0.157
32.525,0.072,1.013,0.147
32.526,0.061,1.02,0.141
32.529,0.048,1.025,0.132
32.535,0.044,1.03,0.118
32.54,0.042,1.037,0.109
32.545,0.043,1.041,0.112
32.549,0.03,1.048,0.125
32.558,0.017,1.063,0.135
32.56,-0.003,1.096,0.13
32.564,-0.023,1.122,0.092
32.573,-0.032,1.153,0.061
32.575,-0.054,1.19,0.028
32.58,-0.068,1.205,-0.064
32.585,-0.069,1.219,-0.132
32.595,-0.049,1.247,-0.146
32.596,-0.031,1.249,-0.133
32.6,-0.024,1.218,-0.094
32.655,-0.023,1.16,-0.029
32.656,-0.013,1.111,0.053
32.657,0,1.058,0.12
32.658,0.026,1.008,0.164
32.659,0.04,0.973,0.184
32.66,0.055,0.932,0.186
32.661,0.065,0.905,0.191
32.662,0.069,0.889,0.187
32.663,0.072,0.875,0.196
32.664,0.083,0.876,0.2
32.665,0.085,0.868,0.215
32.666,0.094,0.866,0.228
32.672,0.103,0.859,0.239
32.674,0.106,0.859,0.229
32.679,0.113,0.858,0.225
32.684,0.111,0.862,0.212
32.69,0.105,0.866,0.192
32.694,0.096,0.867,0.179
32.699,0.094,0.869,0.171
32.705,0.092,0.871,0.166
32.709,0.087,0.872,0.165
32.714,0.086,0.879,0.161
32.728,0.083,0.883,0.151
32.729,0.064,0.886,0.137
32.735,0.05,0.893,0.132
32.735,0.04,0.907,0.119
32.797,0.024,0.924,0.115
32.798,0.013,0.94,0.107
32.799,0.009,0.961,0.099
32.8,0.004,0.972,0.097
32.801,0,0.98,0.094
32.802,0.003,0.984,0.087
32.802,0.001,0.989,0.084
32.804,-0.001,0.995,0.084
32.805,0.003,0.997,0.094
32.806,0.003,1.003,0.096
32.807,0.001,1.007,0.1
32.808,-0.004,1.009,0.097
32.809,-0.008,1.007,0.094
32.81,-0.016,1.01,0.092
32.81,-0.021,1.015,0.093
32.815,-0.026,1.011,0.087
32.825,-0.025,1.01,0.079
32.826,-0.023,1.004,0.073
32.829,-0.028,0.994,0.068
32.834,-0.038,0.982,0.064
32.846,-0.044,0.974,0.059
32.847,-0.042,0.964,0.054
32.851,-0.043,0.956,0.059
32.907,-0.04,0.955,0.06
32.909,-0.035,0.962,0.062
32.91,-0.031,0.969,0.065
32.91,-0.022,0.98,0.067
32.911,-0.014,0.992,0.072
32.912,-0.008,1.002,0.082
32.914,-0.002,1.012,0.092
32.915,0.002,1.022,0.096
32.916,0.004,1.031,0.106
32.917,0.007,1.036,0.114
32.918,0.011,1.035,0.12
32.919,0.013,1.03,0.125
32.92,0.016,1.023,0.125
32.939,0.017,1.014,0.127
32.941,0.015,1,0.13
32.942,0.021,0.988,0.128
32.944,0.028,0.982,0.13
32.945,0.035,0.974,0.131
32.945,0.039,0.964,0.135
32.951,0.046,0.959,0.137
32.954,0.055,0.957,0.14
32.959,0.062,0.953,0.146
32.965,0.067,0.948,0.153
32.974,0.072,0.948,0.153
32.975,0.076,0.948,0.156
32.978,0.077,0.951,0.156
32.997,0.074,0.954,0.154
32.998,0.07,0.959,0.156
32.998,0.06,0.959,0.158
32.998,0.059,0.96,0.151
33.049,0.055,0.965,0.143
33.049,0.044,0.97,0.136
33.049,0.039,0.971,0.133
33.05,0.032,0.973,0.132
33.05,0.021,0.972,0.13
33.05,0.014,0.97,0.127
33.051,0.006,0.968,0.12
33.051,-0.001,0.964,0.114
33.051,-0.004,0.967,0.117
33.052,-0.006,0.965,0.116
33.053,-0.011,0.966,0.108
33.058,-0.014,0.965,0.103
33.063,-0.018,0.971,0.101
33.068,-0.022,0.974,0.096
33.075,-0.024,0.975,0.096
33.078,-0.025,0.976,0.09
33.084,-0.027,0.976,0.087
33.088,-0.026,0.984,0.081
33.092,-0.023,0.982,0.085
33.098,-0.024,0.986,0.082
33.103,-0.028,0.989,0.076
33.107,-0.021,0.992,0.07
33.113,-0.025,0.991,0.071
33.122,-0.019,0.992,0.063
33.123,-0.019,0.996,0.066
33.127,-0.011,0.997,0.079
33.146,-0.011,0.995,0.069
33.146,-0.012,0.994,0.08
33.146,-0.005,0.993,0.084
33.156,-0.005,0.986,0.082
33.157,0.003,0.986,0.079
33.162,0.004,0.987,0.086
33.167,0.002,0.986,0.086
33.173,0.003,0.988,0.084
33.177,0.012,0.985,0.088
33.185,0.013,0.99,0.09
33.187,0.019,0.986,0.088
33.192,0.021,0.986,0.089
33.197,0.026,0.986,0.091
33.202,0.027,0.984,0.098
33.207,0.032,0.98,0.1
33.212,0.034,0.974,0.101
33.217,0.035,0.976,0.101
33.222,0.039,0.975,0.099
33.227,0.045,0.975,0.104
33.232,0.046,0.972,0.1
33.237,0.047,0.974,0.107
33.242,0.045,0.971,0.102
33.249,0.046,0.97,0.107
33.252,0.048,0.967,0.107
33.257,0.052,0.97,0.109
33.262,0.05,0.97,0.103
33.268,0.044,0.972,0.101
33.273,0.042,0.97,0.098
33.278,0.044,0.971,0.102
33.316,0.043,0.97,0.099
33.317,0.038,0.974,0.098
33.318,0.036,0.975,0.098
33.319,0.034,0.976,0.096
33.32,0.03,0.977,0.092
33.321,0.024,0.98,0.087
33.322,0.016,0.982,0.085
33.323,0.018,0.987,0.084
33.324,0.021,0.987,0.075
33.327,0.025,0.987,0.069
33.332,0.022,0.984,0.074
33.337,0.018,0.985,0.077
33.342,0.018,0.987,0.079
33.349,0.015,0.987,0.074
33.352,0.013,0.985,0.068
33.357,0.013,0.99,0.059
33.367,0.01,0.996,0.059
33.368,0.01,1.001,0.061
33.372,0.009,1.001,0.06
33.377,0.007,0.997,0.058
33.396,0.008,0.996,0.06
33.397,0.007,0.999,0.065
33.398,0.008,1,0.067
33.399,0.014,0.999,0.065
33.459,0.015,0.996,0.065
33.46,0.015,0.994,0.067
33.461,0.018,0.994,0.066
33.463,0.018,0.991,0.067
33.499,0.019,0.988,0.068
33.5,0.023,0.984,0.064
33.5,0.024,0.98,0.065
33.502,0.023,0.981,0.074
33.503,0.026,0.983,0.079
33.504,0.03,0.98,0.074
33.504,0.032,0.979,0.075
33.505,0.036,0.978,0.077
33.507,0.033,0.976,0.077
33.507,0.034,0.976,0.077
33.509,0.034,0.974,0.074
33.509,0.036,0.977,0.077
33.51,0.04,0.978,0.082
33.512,0.036,0.978,0.077
33.512,0.034,0.978,0.077
33.513,0.036,0.98,0.078
33.514,0.037,0.984,0.082
33.515,0.037,0.984,0.078
33.515,0.036,0.986,0.074
33.521,0.034,0.982,0.072
33.522,0.035,0.982,0.07
33.526,0.037,0.984,0.074
33.531,0.036,0.98,0.079
33.536,0.038,0.983,0.08
33.541,0.038,0.984,0.08
33.549,0.034,0.984,0.077
33.551,0.034,0.985,0.075
33.556,0.036,0.984,0.07
33.561,0.035,0.987,0.074
33.6,0.034,0.986,0.069
33.6,0.034,0.985,0.064
33.601,0.036,0.987,0.074
33.602,0.038,0.985,0.074
33.602,0.033,0.988,0.075
33.602,0.035,0.987,0.074
33.603,0.036,0.984,0.07
33.603,0.029,0.986,0.066
33.606,0.031,0.983,0.065
33.613,0.034,0.983,0.076
33.616,0.031,0.983,0.078
33.621,0.03,0.983,0.075
33.626,0.027,0.983,0.073
33.631,0.028,0.982,0.069
33.636,0.029,0.984,0.067
33.641,0.025,0.985,0.07
33.687,0.026,0.983,0.074
33.688,0.021,0.983,0.066
33.689,0.021,0.984,0.072
33.69,0.02,0.986,0.074
33.691,0.017,0.986,0.07
33.692,0.014,0.989,0.075
33.692,0.011,0.989,0.07
33.694,0.009,0.987,0.071
33.694,0.008,0.988,0.063
33.699,0.006,0.985,0.06
33.701,0.002,0.986,0.065
33.706,0.002,0.983,0.066
33.713,0,0.985,0.062
33.716,-0.003,0.988,0.065
33.721,-0.002,0.983,0.069
33.726,-0.002,0.983,0.068
33.731,0.003,0.981,0.073
33.736,-0.001,0.984,0.066
33.741,0.002,0.982,0.068
33.757,0.003,0.982,0.063
33.76,0.007,0.982,0.068
33.761,0.009,0.984,0.068
33.762,0.011,0.982,0.068
33.812,0.01,0.985,0.068
33.813,0.009,0.982,0.07
33.814,0.012,0.984,0.078
33.815,0.012,0.982,0.078
33.816,0.015,0.982,0.069
33.816,0.017,0.98,0.073
33.817,0.018,0.978,0.074
33.818,0.021,0.982,0.076
33.819,0.024,0.98,0.079
33.819,0.025,0.981,0.077
33.82,0.024,0.98,0.079
33.821,0.023,0.981,0.081
33.829,0.026,0.982,0.078
33.831,0.026,0.983,0.079
33.836,0.027,0.981,0.082
33.841,0.028,0.98,0.081
33.846,0.027,0.983,0.081
33.851,0.03,0.983,0.082
33.857,0.03,0.979,0.081
33.863,0.027,0.982,0.081
33.866,0.029,0.982,0.083
33.871,0.031,0.979,0.084
33.879,0.031,0.978,0.086
33.881,0.032,0.98,0.083
33.886,0.03,0.981,0.08
33.891,0.031,0.98,0.078
33.896,0.032,0.98,0.076
33.901,0.034,0.981,0.078
33.908,0.035,0.983,0.076
33.919,0.035,0.983,0.073
33.921,0.034,0.984,0.073
33.921,0.033,0.984,0.076
33.966,0.034,0.982,0.077
33.967,0.034,0.98,0.076
33.968,0.032,0.98,0.076
33.969,0.031,0.979,0.079
33.97,0.034,0.98,0.078
33.97,0.033,0.982,0.075
33.971,0.029,0.982,0.073
33.972,0.029,0.983,0.07
33.972,0.027,0.984,0.068
33.973,0.03,0.985,0.066
33.975,0.03,0.984,0.067
33.98,0.028,0.985,0.065
33.985,0.029,0.987,0.063
33.99,0.029,0.986,0.067
33.996,0.029,0.983,0.068
34,0.029,0.982,0.065
34.005,0.03,0.981,0.066
34.01,0.029,0.978,0.065
34.015,0.024,0.976,0.074
34.02,0.023,0.976,0.071
34.029,0.026,0.979,0.07
34.03,0.026,0.98,0.072
34.035,0.022,0.979,0.071
34.04,0.022,0.98,0.067
34.055,0.023,0.98,0.056
34.056,0.021,0.985,0.057
34.056,0.022,0.984,0.06
34.062,0.02,0.985,0.062
34.065,0.024,0.985,0.064
34.07,0.024,0.984,0.065
34.076,0.02,0.985,0.059
34.08,0.021,0.98,0.062
34.085,0.025,0.982,0.065
34.09,0.027,0.98,0.064
34.095,0.026,0.983,0.063
34.1,0.026,0.978,0.07
34.105,0.023,0.982,0.06
34.11,0.025,0.982,0.062
34.115,0.024,0.985,0.061
34.12,0.023,0.984,0.066
34.125,0.026,0.989,0.066
34.13,0.023,0.987,0.063
34.135,0.021,0.986,0.065
34.142,0.02,0.989,0.063
34.146,0.023,0.986,0.065
34.155,0.029,0.985,0.065
34.16,0.018,0.984,0.057
34.165,0.02,0.983,0.063
34.17,0.025,0.986,0.066
34.183,0.024,0.983,0.064
34.184,0.025,0.983,0.065
34.185,0.027,0.985,0.059
34.19,0.024,0.983,0.062
34.236,0.027,0.986,0.063
34.237,0.028,0.985,0.066
34.237,0.028,0.985,0.07
34.238,0.027,0.987,0.066
34.238,0.027,0.983,0.065
34.239,0.023,0.984,0.062
34.239,0.028,0.983,0.065
34.24,0.027,0.98,0.061
34.24,0.024,0.981,0.063
34.24,0.027,0.981,0.059
34.245,0.024,0.981,0.064
34.249,0.021,0.984,0.061
34.254,0.022,0.981,0.064
34.259,0.02,0.985,0.065
34.264,0.016,0.982,0.065
34.269,0.017,0.983,0.064
34.275,0.019,0.983,0.062
34.28,0.02,0.984,0.061
34.284,0.017,0.988,0.065
34.296,0.02,0.992,0.064
34.297,0.019,0.989,0.061
34.299,0.019,0.989,0.061
34.304,0.019,0.988,0.063
34.337,0.02,0.988,0.061
34.338,0.02,0.987,0.063
34.338,0.023,0.984,0.067
34.339,0.024,0.984,0.066
34.34,0.025,0.981,0.064
34.34,0.023,0.98,0.066
34.341,0.021,0.983,0.069
34.345,0.021,0.984,0.069
34.349,0.022,0.983,0.068
34.354,0.022,0.984,0.067
34.36,0.022,0.984,0.068
34.364,0.023,0.985,0.069
34.371,0.021,0.987,0.066
34.375,0.023,0.987,0.066
34.379,0.023,0.984,0.067
34.384,0.021,0.983,0.069
34.391,0.021,0.983,0.069
34.394,0.024,0.981,0.066
34.399,0.023,0.979,0.064
34.404,0.024,0.979,0.067
34.409,0.024,0.982,0.071
34.414,0.025,0.983,0.069
34.419,0.029,0.98,0.067
34.43,0.027,0.982,0.065
34.47,0.027,0.985,0.064
34.47,0.025,0.986,0.066
34.471,0.024,0.987,0.065
34.472,0.024,0.984,0.068
34.473,0.026,0.986,0.07
34.478,0.027,0.986,0.068
34.479,0.025,0.986,0.063
34.48,0.025,0.983,0.061
34.481,0.026,0.979,0.06
34.481,0.024,0.982,0.067
34.482,0.022,0.983,0.066
34.499,0.024,0.98,0.063
34.503,0.023,0.985,0.066
34.504,0.022,0.982,0.066
34.505,0.026,0.983,0.064
34.506,0.026,0.985,0.065
34.511,0.024,0.987,0.071
34.514,0.027,0.986,0.064
34.519,0.025,0.985,0.069
34.524,0.025,0.983,0.07
34.528,0.024,0.983,0.072
34.533,0.021,0.981,0.067
34.539,0.023,0.983,0.068
34.544,0.025,0.987,0.068
34.548,0.024,0.981,0.065
34.555,0.023,0.984,0.066
34.559,0.021,0.982,0.067
34.563,0.024,0.98,0.066
34.568,0.026,0.982,0.063
34.575,0.025,0.984,0.068
34.579,0.027,0.981,0.07
34.585,0.027,0.982,0.071
34.606,0.027,0.981,0.069
34.606,0.031,0.982,0.071
34.606,0.033,0.982,0.071
34.607,0.029,0.978,0.066
34.609,0.033,0.984,0.069
34.613,0.032,0.981,0.071
34.618,0.038,0.986,0.07
34.623,0.038,0.987,0.07
34.628,0.036,0.985,0.067
34.633,0.033,0.983,0.072
34.638,0.034,0.983,0.069
34.643,0.04,0.98,0.074
34.648,0.038,0.981,0.075
34.658,0.039,0.981,0.074
34.663,0.039,0.981,0.081
34.674,0.037,0.983,0.079
34.674,0.037,0.979,0.068
34.678,0.037,0.985,0.068
34.684,0.039,0.983,0.07
34.689,0.034,0.98,0.072
34.693,0.037,0.98,0.074
34.698,0.039,0.982,0.073
34.712,0.039,0.982,0.069
34.713,0.039,0.985,0.069
34.714,0.039,0.986,0.072
34.768,0.04,0.986,0.074
34.769,0.042,0.981,0.074
34.77,0.039,0.986,0.076
34.771,0.039,0.983,0.074
34.772,0.039,0.981,0.08
34.773,0.039,0.979,0.079
34.774,0.036,0.979,0.074
34.775,0.036,0.979,0.077
34.775,0.034,0.978,0.072
34.776,0.034,0.983,0.075
34.777,0.036,0.982,0.071
34.778,0.038,0.981,0.078
34.779,0.041,0.98,0.076
34.784,0.039,0.982,0.071
34.789,0.042,0.98,0.076
34.793,0.042,0.982,0.077
34.798,0.038,0.985,0.076
34.805,0.043,0.982,0.076
34.808,0.044,0.983,0.076
34.816,0.044,0.982,0.073
